Transaction_ID,Customer_ID,Product
1000000074,75,Tea
1000000075,76,Syrup
1000000075,76,Salmon
1000000076,77,Peanut Butter
1000000077,78,Hair Gel
1000000077,78,Tomatoes
1000000077,78,Cheese
1000000077,78,Power Strips
1000000077,78,Beef
1000000078,79,Light Bulbs
1000000078,79,Tissues
1000000079,80,Olive Oil
1000000079,80,Banana
1000000080,81,Mop
1000000080,81,Jam
1000000080,81,Cheese
1000000080,81,Hand Sanitizer
1000000081,82,Diapers
1000000081,82,Light Bulbs
1000000081,82,Soda
1000000081,82,Toothpaste
1000000082,83,Light Bulbs
1000000082,83,Hair Gel
1000000082,83,Mustard
1000000082,83,Iron
1000000083,84,Hand Sanitizer
1000000083,84,Dish Soap
1000000083,84,Deodorant
1000000083,84,Cereal
1000000084,85,Ketchup
1000000084,85,Toothpaste
1000000085,86,Toothpaste
1000000085,86,Dishware
1000000085,86,Bread
1000000085,86,Eggs
1000000086,87,Iron
1000000086,87,Plant Fertilizer
1000000086,87,Eggs
1000000086,87,Pickles
1000000087,88,Air Freshener
1000000087,88,Chicken
1000000087,88,Shaving Cream
1000000088,89,Plant Fertilizer
1000000088,89,Tuna
1000000088,89,Orange
1000000089,90,Mop
1000000090,91,Baby Wipes
1000000091,92,Beef
1000000091,92,Cleaning Spray
1000000091,92,Sponges
1000000092,93,Tissues
1000000092,93,Cheese
1000000092,93,Toilet Paper
1000000092,93,Cereal Bars
1000000092,93,Cereal Bars
1000000093,94,Water
1000000093,94,Olive Oil
1000000094,95,Banana
1000000094,95,Toothpaste
1000000094,95,Iron
1000000095,96,Potatoes
1000000095,96,Cleaning Spray
1000000096,97,Cleaning Rags
1000000096,97,Syrup
1000000096,97,BBQ Sauce
1000000097,98,Dish Soap
1000000097,98,Apple
1000000098,99,Salmon
1000000098,99,Dustpan
1000000098,99,Yogurt
1000000099,100,Eggs
1000000100,101,Deodorant
1000000101,102,Canned Soup
1000000102,103,Soda
1000000102,103,Laundry Detergent
1000000102,103,Vinegar
1000000102,103,Toothbrush
1000000103,104,Bath Towels
1000000103,104,Canned Soup
1000000104,105,Air Freshener
1000000104,105,Tuna
1000000104,105,Onions
1000000104,105,Baby Wipes
1000000105,106,Trash Bags
1000000105,106,Feminine Hygiene Products
1000000105,106,Lawn Mower
1000000105,106,Ice Cream
1000000106,107,Tuna
1000000106,107,Coffee
1000000106,107,Trash Cans
1000000107,108,Sponges
1000000107,108,Cleaning Rags
1000000107,108,Razors
1000000107,108,Tuna
1000000108,109,Razors
1000000108,109,Light Bulbs
1000000108,109,Trash Cans
1000000108,109,Honey
1000000109,110,Mustard
1000000109,110,Soap
1000000109,110,Bread
1000000109,110,Pasta
1000000109,110,Shaving Cream
1000000110,111,Chips
1000000110,111,Canned Soup
1000000110,111,Cleaning Spray
1000000110,111,Olive Oil
1000000111,112,Air Freshener
1000000111,112,Laundry Detergent
1000000111,112,Cleaning Spray
1000000111,112,Shaving Cream
1000000111,112,Ketchup
1000000112,113,Tissues
1000000112,113,Insect Repellent
1000000112,113,Bread
1000000112,113,Pancake Mix
1000000113,114,Feminine Hygiene Products
1000000113,114,Pickles
1000000114,115,Pasta
1000000114,115,Orange
1000000115,116,Shower Gel
1000000115,116,Pickles
1000000115,116,Bread
1000000115,116,Sponges
1000000116,117,Apple
1000000117,118,Spinach
1000000117,118,Chips
1000000117,118,Diapers
1000000117,118,Tissues
1000000118,119,Yogurt
1000000118,119,Power Strips
1000000119,120,Extension Cords
1000000119,120,Insect Repellent
1000000120,121,Cleaning Spray
1000000120,121,Trash Cans
1000000121,122,Vacuum Cleaner
1000000121,122,Spinach
1000000122,123,Shampoo
1000000123,124,Bath Towels
1000000123,124,Feminine Hygiene Products
1000000124,125,Ketchup
1000000124,125,Eggs
1000000124,125,Mop
1000000124,125,Mop
1000000125,126,Pasta
1000000125,126,Coffee
1000000125,126,Canned Soup
1000000126,127,Canned Soup
1000000126,127,Toothpaste
1000000126,127,Olive Oil
1000000127,128,Soap
1000000127,128,Trash Cans
1000000127,128,Shampoo
1000000127,128,Hair Gel
1000000127,128,Eggs
1000000128,129,Paper Towels
1000000129,130,Rice
1000000129,130,Broom
1000000129,130,Insect Repellent
1000000129,130,Shower Gel
1000000130,131,Tea
1000000130,131,Ironing Board
1000000131,132,Hand Sanitizer
1000000131,132,Tomatoes
1000000131,132,Yogurt
1000000131,132,Hair Gel
1000000132,133,Carrots
1000000132,133,Extension Cords
1000000133,134,Carrots
1000000133,134,Ice Cream
1000000133,134,Orange
1000000133,134,Hair Gel
1000000134,135,Hair Gel
1000000134,135,Toothpaste
1000000134,135,Dish Soap
1000000134,135,Sponges
1000000134,135,Spinach
1000000135,136,Insect Repellent
1000000135,136,Peanut Butter
1000000135,136,Potatoes
1000000135,136,Tissues
1000000135,136,Trash Cans
1000000136,137,Feminine Hygiene Products
1000000136,137,Ironing Board
1000000136,137,Power Strips
1000000136,137,Tomatoes
1000000137,138,Ketchup
1000000137,138,Power Strips
1000000137,138,Dustpan
1000000138,139,BBQ Sauce
1000000138,139,Tuna
1000000138,139,Honey
1000000139,140,Tuna
1000000139,140,Toilet Paper
1000000140,141,Cheese
1000000140,141,Shaving Cream
1000000141,142,Coffee
1000000141,142,Laundry Detergent
1000000141,142,Jam
1000000142,143,Deodorant
1000000142,143,Ironing Board
1000000142,143,Spinach
1000000143,144,Ketchup
1000000143,144,Razors
1000000143,144,Shaving Cream
1000000144,145,Dish Soap
1000000144,145,Ironing Board
1000000144,145,Carrots
1000000144,145,Light Bulbs
1000000145,146,Hand Sanitizer
1000000146,147,Laundry Detergent
1000000146,147,BBQ Sauce
1000000146,147,Butter
1000000146,147,Garden Hose
1000000146,147,Paper Towels
1000000147,148,Peanut Butter
1000000147,148,Coffee
1000000148,149,Chips
1000000148,149,Broom
1000000148,149,Paper Towels
1000000149,150,Orange
1000000149,150,Orange
1000000150,151,Potatoes
1000000150,151,Light Bulbs
1000000150,151,Toothbrush
1000000151,152,Pancake Mix
1000000151,152,Cheese
1000000151,152,Insect Repellent
1000000151,152,Beef
1000000151,152,Bread
1000000152,153,Onions
1000000153,154,Air Freshener
1000000153,154,Sponges
1000000154,155,Air Freshener
1000000155,156,Spinach
1000000156,157,Tea
1000000156,157,Soda
1000000157,158,Cereal Bars
1000000157,158,Paper Towels
1000000157,158,Orange
1000000158,159,Hair Gel
1000000158,159,Trash Bags
1000000158,159,Power Strips
1000000158,159,Feminine Hygiene Products
1000000159,160,Paper Towels
1000000160,161,Water
1000000160,161,Mop
1000000161,162,Tissues
1000000161,162,Jam
1000000162,163,Olive Oil
1000000163,164,Plant Fertilizer
1000000163,164,Shower Gel
1000000163,164,Tuna
1000000164,165,Pickles
1000000164,165,Cleaning Spray
1000000165,166,BBQ Sauce
1000000165,166,Eggs
1000000165,166,Shrimp
1000000166,167,Trash Cans
1000000166,167,Toothpaste
1000000166,167,Broom
1000000166,167,Baby Wipes
1000000166,167,Tea
1000000167,168,Power Strips
1000000168,169,Toothbrush
1000000168,169,Toothbrush
1000000168,169,BBQ Sauce
1000000168,169,Dustpan
1000000168,169,Banana
1000000169,170,Bread
1000000169,170,Toothpaste
1000000169,170,Syrup
1000000169,170,Ironing Board
1000000169,170,Cleaning Spray
1000000170,171,Onions
1000000170,171,Peanut Butter
1000000170,171,Tomatoes
1000000170,171,Mayonnaise
1000000171,172,Syrup
1000000171,172,Tuna
1000000172,173,Power Strips
1000000172,173,Eggs
1000000172,173,Butter
1000000172,173,Onions
1000000173,174,Tissues
1000000173,174,Spinach
1000000173,174,Light Bulbs
1000000174,175,Mustard
1000000174,175,Trash Cans
1000000175,176,Honey
1000000175,176,Cereal Bars
1000000175,176,Sponges
1000000175,176,Olive Oil
1000000176,177,BBQ Sauce
1000000176,177,Cleaning Spray
1000000176,177,Broom
1000000177,178,Trash Bags
1000000177,178,Extension Cords
1000000177,178,Beef
1000000178,179,Onions
1000000179,180,Honey
1000000179,180,Salmon
1000000179,180,Diapers
1000000179,180,Hair Gel
1000000180,181,Canned Soup
1000000180,181,Deodorant
1000000180,181,Banana
1000000180,181,Chips
1000000180,181,Shampoo
1000000181,182,BBQ Sauce
1000000181,182,Garden Hose
1000000181,182,Hair Gel
1000000182,183,Vinegar
1000000182,183,Soap
1000000183,184,Toothpaste
1000000183,184,Jam
1000000183,184,Tissues
1000000184,185,Mustard
1000000185,186,Ice Cream
1000000185,186,Ice Cream
1000000185,186,Laundry Detergent
1000000186,187,Toothpaste
1000000186,187,Paper Towels
1000000187,188,Carrots
1000000187,188,Air Freshener
1000000187,188,Butter
1000000187,188,Cleaning Spray
1000000188,189,Bath Towels
1000000188,189,Vinegar
1000000189,190,Dish Soap
1000000190,191,Shrimp
1000000190,191,Chips
1000000191,192,Paper Towels
1000000191,192,Cleaning Rags
1000000192,193,Yogurt
1000000192,193,Iron
1000000192,193,Shaving Cream
1000000192,193,Hand Sanitizer
1000000193,194,Chicken
1000000193,194,Paper Towels
1000000193,194,Cleaning Rags
1000000193,194,Razors
1000000193,194,Power Strips
1000000194,195,Air Freshener
1000000194,195,Iron
1000000194,195,Ice Cream
1000000194,195,Ketchup
1000000195,196,Shampoo
1000000195,196,Beef
1000000196,197,Paper Towels
1000000196,197,Trash Cans
1000000196,197,Dustpan
1000000196,197,Syrup
1000000196,197,Iron
1000000197,198,Shrimp
1000000197,198,Feminine Hygiene Products
1000000197,198,Toilet Paper
1000000197,198,Water
1000000198,199,Pasta
1000000198,199,Shampoo
1000000199,200,Garden Hose
1000000199,200,Cheese
1000000199,200,Bath Towels
1000000200,201,Honey
1000000200,201,Yogurt
1000000200,201,Potatoes
1000000200,201,Apple
1000000200,201,Onions
1000000201,202,Shower Gel
1000000201,202,Onions
1000000202,203,Peanut Butter
1000000202,203,Diapers
1000000203,204,Cereal Bars
1000000203,204,Tomatoes
1000000204,205,Sponges
1000000205,206,Chips
1000000205,206,Shampoo
1000000205,206,Trash Bags
1000000205,206,Soap
1000000205,206,Dishware
1000000206,207,Garden Hose
1000000207,208,Spinach
1000000207,208,Feminine Hygiene Products
1000000207,208,Onions
1000000207,208,BBQ Sauce
1000000208,209,Paper Towels
1000000208,209,Toothpaste
1000000209,210,Mustard
1000000209,210,Chicken
1000000209,210,Bread
1000000210,211,Pasta
1000000210,211,Carrots
1000000210,211,Power Strips
1000000210,211,Shrimp
1000000211,212,Onions
1000000211,212,Plant Fertilizer
1000000211,212,Ice Cream
1000000211,212,Tuna
1000000212,213,Paper Towels
1000000212,213,Rice
1000000212,213,Mayonnaise
1000000212,213,Pickles
1000000212,213,Mayonnaise
1000000213,214,Carrots
1000000213,214,Orange
1000000213,214,Paper Towels
1000000213,214,Soap
1000000214,215,Shaving Cream
1000000214,215,Dustpan
1000000214,215,Rice
1000000214,215,Orange
1000000214,215,Honey
1000000215,216,Coffee
1000000215,216,Hair Gel
1000000215,216,Vacuum Cleaner
1000000216,217,Pancake Mix
1000000216,217,Water
1000000216,217,Air Freshener
1000000216,217,Tea
1000000217,218,Butter
1000000217,218,Onions
1000000217,218,Diapers
1000000218,219,Milk
1000000218,219,Insect Repellent
1000000218,219,BBQ Sauce
1000000218,219,BBQ Sauce
1000000218,219,Hair Gel
1000000219,220,Trash Bags
1000000219,220,Cleaning Rags
1000000220,221,Butter
1000000220,221,Ketchup
1000000221,222,Ketchup
1000000222,223,Baby Wipes
1000000223,224,Toothpaste
1000000224,225,Banana
1000000224,225,Feminine Hygiene Products
1000000225,226,Vacuum Cleaner
1000000225,226,Ironing Board
1000000225,226,Olive Oil
1000000225,226,Tea
1000000225,226,Shrimp
1000000226,227,Mayonnaise
1000000227,228,Shaving Cream
1000000227,228,Power Strips
1000000227,228,Laundry Detergent
1000000227,228,Orange
1000000227,228,Hand Sanitizer
1000000228,229,Rice
1000000228,229,Ketchup
1000000229,230,Broom
1000000230,231,Onions
1000000230,231,Salmon
1000000231,232,Potatoes
1000000231,232,Pancake Mix
1000000231,232,Peanut Butter
1000000231,232,Jam
1000000232,233,Shower Gel
1000000232,233,Peanut Butter
1000000232,233,Baby Wipes
1000000232,233,Hair Gel
1000000233,234,Laundry Detergent
1000000233,234,Hand Sanitizer
1000000234,235,Light Bulbs
1000000234,235,Plant Fertilizer
1000000234,235,Bath Towels
1000000234,235,Cleaning Rags
1000000235,236,Soap
1000000235,236,Banana
1000000235,236,Tea
1000000235,236,Feminine Hygiene Products
1000000235,236,Mustard
1000000236,237,Water
1000000236,237,Toothbrush
1000000237,238,Cleaning Spray
1000000237,238,Eggs
1000000237,238,Olive Oil
1000000237,238,Baby Wipes
1000000237,238,Shrimp
1000000238,239,Deodorant
1000000238,239,BBQ Sauce
1000000238,239,Trash Cans
1000000239,240,Bread
1000000240,241,Syrup
1000000240,241,Tomatoes
1000000241,242,Shaving Cream
1000000241,242,Laundry Detergent
1000000241,242,BBQ Sauce
1000000241,242,Air Freshener
1000000242,243,Shrimp
1000000242,243,Orange
1000000242,243,Tomatoes
1000000242,243,Soda
1000000242,243,Deodorant
1000000243,244,Sponges
1000000243,244,Chicken
1000000243,244,Syrup
1000000243,244,Cleaning Spray
1000000243,244,Honey
1000000244,245,Tomatoes
1000000244,245,Laundry Detergent
1000000245,246,Shaving Cream
1000000245,246,Mustard
1000000246,247,Insect Repellent
1000000246,247,Shaving Cream
1000000246,247,Shampoo
1000000246,247,Sponges
1000000247,248,Olive Oil
1000000247,248,Dish Soap
1000000247,248,Dish Soap
1000000248,249,Milk
1000000248,249,Tuna
1000000248,249,Honey
1000000248,249,Shower Gel
1000000249,250,Extension Cords
1000000250,251,Bread
1000000250,251,Deodorant
1000000250,251,Banana
1000000251,252,Razors
1000000251,252,Coffee
1000000251,252,Vinegar
1000000251,252,Chips
1000000251,252,Chips
1000000252,253,Cleaning Rags
1000000252,253,Pickles
1000000252,253,Shaving Cream
1000000252,253,Mustard
1000000253,254,Cereal Bars
1000000254,255,Trash Bags
1000000254,255,Trash Bags
1000000254,255,Pickles
1000000255,256,Shrimp
1000000256,257,Milk
1000000256,257,Hair Gel
1000000257,258,Toothpaste
1000000257,258,Soda
1000000257,258,Toothbrush
1000000258,259,Trash Cans
1000000258,259,Razors
1000000259,260,Insect Repellent
1000000260,261,Lawn Mower
1000000261,262,Spinach
1000000262,263,Insect Repellent
1000000262,263,Dishware
1000000262,263,Apple
1000000263,264,Soap
1000000263,264,Dish Soap
1000000263,264,Chips
1000000263,264,Tea
1000000264,265,Garden Hose
1000000264,265,Milk
1000000264,265,Lawn Mower
1000000265,266,Light Bulbs
1000000265,266,Honey
1000000265,266,Bath Towels
1000000265,266,Cereal Bars
1000000265,266,Rice
1000000266,267,Plant Fertilizer
1000000266,267,Vacuum Cleaner
1000000267,268,Insect Repellent
1000000267,268,Hand Sanitizer
1000000267,268,Honey
1000000267,268,Dish Soap
1000000267,268,Pickles
1000000268,269,Cleaning Spray
1000000268,269,Cereal Bars
1000000269,270,Mayonnaise
1000000269,270,Tissues
1000000269,270,Potatoes
1000000269,270,Salmon
1000000270,271,Milk
1000000270,271,Banana
1000000271,272,Syrup
1000000271,272,Spinach
1000000271,272,Ironing Board
1000000272,273,Sponges
1000000272,273,Shrimp
1000000272,273,Soda
1000000273,274,Eggs
1000000273,274,Paper Towels
1000000274,275,Toothpaste
1000000274,275,Bath Towels
1000000274,275,Carrots
1000000275,276,Insect Repellent
1000000275,276,Power Strips
1000000275,276,Toothbrush
1000000275,276,Yogurt
1000000276,277,Pancake Mix
1000000276,277,Mop
1000000277,278,Hand Sanitizer
1000000277,278,Mustard
1000000277,278,Toilet Paper
1000000277,278,Water
1000000278,279,Syrup
1000000279,280,Shaving Cream
1000000279,280,Jam
1000000280,281,Ketchup
1000000280,281,Hand Sanitizer
1000000280,281,Orange
1000000280,281,Vacuum Cleaner
1000000281,282,Dishware
1000000281,282,Soap
1000000282,283,Ice Cream
1000000282,283,Cereal
1000000282,283,Feminine Hygiene Products
1000000282,283,Ice Cream
1000000282,283,Coffee
1000000283,284,Pasta
1000000283,284,Toilet Paper
1000000283,284,Chips
1000000283,284,Light Bulbs
1000000283,284,Toilet Paper
1000000284,285,Pancake Mix
1000000284,285,Cereal
1000000285,286,Cereal Bars
1000000285,286,Cleaning Rags
1000000285,286,Chips
1000000285,286,Hand Sanitizer
1000000285,286,Deodorant
1000000286,287,Peanut Butter
1000000286,287,Vacuum Cleaner
1000000286,287,Milk
1000000287,288,Shampoo
1000000287,288,Tuna
1000000287,288,Shaving Cream
1000000287,288,Dustpan
1000000288,289,Trash Bags
1000000288,289,Vinegar
1000000288,289,Banana
1000000288,289,Pickles
1000000288,289,Ketchup
1000000289,290,Mop
1000000289,290,Soap
1000000290,291,Hand Sanitizer
1000000291,292,Lawn Mower
1000000292,293,Cereal
1000000292,293,Honey
1000000292,293,Carrots
1000000292,293,Cheese
1000000292,293,Broom
1000000293,294,Chips
1000000293,294,Cleaning Spray
1000000293,294,Iron
1000000293,294,Carrots
1000000293,294,Shaving Cream
1000000294,295,Iron
1000000294,295,Butter
1000000294,295,Shower Gel
1000000294,295,Broom
1000000295,296,Milk
1000000295,296,Extension Cords
1000000295,296,Mayonnaise
1000000295,296,Hand Sanitizer
1000000296,297,Mop
1000000296,297,Ketchup
1000000296,297,Tomatoes
1000000296,297,Spinach
1000000297,298,Eggs
1000000298,299,Tea
1000000298,299,Cereal
1000000298,299,Honey
1000000298,299,Cleaning Spray
1000000298,299,Ketchup
1000000299,300,Bath Towels
1000000299,300,Beef
1000000299,300,Tomatoes
1000000300,301,Shampoo
1000000300,301,Tuna
1000000300,301,Olive Oil
1000000300,301,Peanut Butter
1000000300,301,Carrots
1000000301,290,BBQ Sauce
1000000301,290,Power Strips
1000000302,302,Paper Towels
1000000302,302,Shrimp
1000000302,302,Feminine Hygiene Products
1000000302,302,Dishware
1000000303,303,Beef
1000000303,303,Hand Sanitizer
1000000303,303,Mayonnaise
1000000303,303,Rice
1000000304,304,Toothbrush
1000000304,304,Hand Sanitizer
1000000305,305,Coffee
1000000306,306,Toothpaste
1000000307,307,Banana
1000000307,307,Canned Soup
1000000308,308,Olive Oil
1000000308,308,Diapers
1000000309,309,Shrimp
1000000309,309,Pancake Mix
1000000310,310,Salmon
1000000310,310,Plant Fertilizer
1000000310,310,Cleaning Spray
1000000310,310,Apple
1000000311,311,Shaving Cream
1000000312,312,Deodorant
1000000313,313,Laundry Detergent
1000000314,314,Tuna
1000000314,314,Chips
1000000314,314,Chicken
1000000314,314,Potatoes
1000000314,314,Dustpan
1000000315,315,Soap
1000000316,316,Soap
1000000316,316,Cheese
1000000316,316,Eggs
1000000316,316,Cleaning Spray
1000000316,316,Ketchup
1000000317,317,Garden Hose
1000000318,318,Shampoo
1000000318,318,Salmon
1000000318,318,Soda
1000000319,319,Vacuum Cleaner
1000000319,319,Garden Hose
1000000319,319,Tea
1000000320,320,Soap
1000000320,320,Iron
1000000321,321,Feminine Hygiene Products
1000000322,322,Dish Soap
1000000322,322,Lawn Mower
1000000323,323,Bread
1000000323,323,Mop
1000000323,323,Ketchup
1000000323,323,Chicken
1000000323,323,Tuna
1000000324,324,Ketchup
1000000324,324,Garden Hose
1000000325,325,Light Bulbs
1000000326,326,Beef
1000000326,326,Yogurt
1000000326,326,Garden Hose
1000000327,327,Dustpan
1000000328,328,Trash Cans
1000000328,328,Shampoo
1000000328,328,Diapers
1000000328,328,Diapers
1000000329,329,Onions
1000000329,329,Vinegar
1000000329,329,Cleaning Rags
1000000329,329,Ketchup
1000000330,330,Mustard
1000000330,330,Shrimp
1000000330,330,Shampoo
1000000330,330,Feminine Hygiene Products
1000000331,331,Deodorant
1000000331,331,Paper Towels
1000000332,332,Soap
1000000333,333,Shower Gel
1000000333,333,Pickles
1000000333,333,Salmon
1000000333,333,Extension Cords
1000000333,333,Lawn Mower
1000000334,334,Insect Repellent
1000000334,334,Canned Soup
1000000334,334,Ironing Board
1000000334,334,Vinegar
1000000334,334,Peanut Butter
1000000335,335,Canned Soup
1000000336,336,Hand Sanitizer
1000000336,336,Ice Cream
1000000336,336,Tea
1000000337,337,Mop
1000000337,337,Shrimp
1000000337,337,Shrimp
1000000337,337,Cleaning Rags
1000000338,338,Olive Oil
1000000338,338,Chips
1000000338,338,Apple
1000000338,338,Iron
1000000339,339,Bath Towels
1000000340,340,Ironing Board
1000000340,340,Pasta
1000000341,341,Tuna
1000000342,342,Dish Soap
1000000343,343,Salmon
1000000343,343,Tea
1000000343,343,Yogurt
1000000344,344,Mustard
1000000344,344,Vinegar
1000000344,344,Light Bulbs
1000000344,344,Cleaning Spray
1000000345,345,Bread
1000000345,345,Syrup
1000000345,345,Laundry Detergent
1000000346,346,Mustard
1000000347,347,Apple
1000000348,348,Hand Sanitizer
1000000348,348,Honey
1000000348,348,Hair Gel
1000000348,348,Feminine Hygiene Products
1000000348,348,Honey
1000000349,349,Extension Cords
1000000349,349,Milk
1000000349,349,Razors
1000000349,349,Lawn Mower
1000000349,349,Milk
1000000350,350,Cereal Bars
1000000350,350,Vacuum Cleaner
1000000350,350,Coffee
1000000350,350,Onions
1000000350,350,Cleaning Spray
1000000351,351,Lawn Mower
1000000351,351,Soda
1000000351,351,Beef
1000000351,351,Shampoo
1000000352,352,Toothpaste
1000000352,352,Air Freshener
1000000352,352,Toothpaste
1000000353,353,Plant Fertilizer
1000000353,353,Hand Sanitizer
1000000353,353,Potatoes
1000000353,353,Shower Gel
1000000354,354,Hand Sanitizer
1000000355,219,Mop
1000000355,219,Shower Gel
1000000355,219,Cheese
1000000356,355,Shampoo
1000000356,355,Shampoo
1000000357,356,Pancake Mix
1000000357,356,Toilet Paper
1000000357,356,Paper Towels
1000000358,357,Olive Oil
1000000358,357,Tea
1000000359,358,Beef
1000000359,358,Onions
1000000360,359,Beef
1000000360,359,Olive Oil
1000000361,360,Baby Wipes
1000000362,361,Toothpaste
1000000362,361,Vacuum Cleaner
1000000362,361,Mayonnaise
