Transaction_ID,Customer_ID,Transaction_date,Transaction_time,Total_Items,Total_Cost,Payment_Method,City,Store_Type,Discount_Applied,Season,Promotion
1000000178,179,2024-03-17,00:34:38,8,75.06,Debit Card,Chicago,Specialty Store,False,Winter,Discount on Selected Items
1000000179,180,2021-12-16,19:32:28,5,45.77,Debit Card,San Francisco,Pharmacy,True,Fall,BOGO (Buy One Get One)
1000000180,181,2021-06-21,05:47:31,3,33.17,Mobile Payment,Los Angeles,Supermarket,False,Spring,BOGO (Buy One Get One)
1000000181,182,2020-12-05,01:54:53,10,12.81,Debit Card,Chicago,Convenience Store,True,Winter,BOGO (Buy One Get One)
1000000182,183,2020-11-18,08:26:46,2,74.81,Credit Card,New York,Supermarket,True,Fall,Discount on Selected Items
1000000183,184,2021-12-31,01:19:06,1,74.53,Debit Card,San Francisco,Department Store,False,Fall,BOGO (Buy One Get One)
1000000184,185,2022-03-09,04:31:31,6,6.4,Mobile Payment,Atlanta,Warehouse Club,True,Winter,Discount on Selected Items
1000000185,186,2020-03-31,05:22:40,9,80.32,Mobile Payment,Los Angeles,Warehouse Club,True,Spring,No Promotion
1000000186,187,2022-01-06,08:14:52,3,83.91,Cash,San Francisco,Pharmacy,True,Spring,BOGO (Buy One Get One)
1000000187,188,2022-09-15,21:05:42,5,58.92,Mobile Payment,Dallas,Supermarket,False,Fall,No Promotion
1000000188,189,2022-09-13,05:58:50,5,97.89,Mobile Payment,Los Angeles,Department Store,True,Winter,Discount on Selected Items
1000000189,190,2021-03-28,23:25:21,6,54.23,Credit Card,Seattle,Convenience Store,False,Winter,BOGO (Buy One Get One)
1000000190,191,2024-01-14,10:01:30,5,5.78,Mobile Payment,Chicago,Specialty Store,False,Summer,BOGO (Buy One Get One)
1000000191,192,2020-02-11,11:41:25,9,62.26,Debit Card,San Francisco,Specialty Store,True,Fall,No Promotion
1000000192,193,2024-04-26,00:16:33,1,99.16,Debit Card,Houston,Warehouse Club,False,Winter,No Promotion
1000000193,194,2020-10-13,15:30:29,6,32.23,Debit Card,Boston,Department Store,True,Fall,Discount on Selected Items
1000000194,195,2020-07-24,06:17:02,10,39.68,Cash,Houston,Pharmacy,False,Winter,No Promotion
1000000195,196,2023-04-01,14:19:17,8,41.12,Mobile Payment,Miami,Supermarket,False,Fall,Discount on Selected Items
1000000196,197,2022-04-24,04:38:44,8,36.12,Cash,Dallas,Department Store,False,Winter,Discount on Selected Items
1000000197,198,2022-06-04,19:22:15,10,84.07,Cash,Miami,Pharmacy,False,Spring,No Promotion
1000000198,199,2021-01-26,05:46:56,4,39.56,Debit Card,Chicago,Supermarket,True,Winter,No Promotion
1000000199,200,2022-02-06,01:27:37,3,77.39,Cash,Miami,Pharmacy,True,Winter,BOGO (Buy One Get One)
1000000200,201,2023-06-11,10:26:52,5,83.36,Debit Card,Boston,Department Store,True,Fall,BOGO (Buy One Get One)
1000000201,202,2024-02-16,00:17:11,2,26.81,Debit Card,Houston,Pharmacy,False,Winter,No Promotion
1000000202,203,2020-03-01,20:12:51,7,28.7,Mobile Payment,Atlanta,Specialty Store,False,Winter,BOGO (Buy One Get One)
1000000203,204,2021-09-11,18:36:17,5,8.06,Credit Card,Seattle,Warehouse Club,True,Fall,No Promotion
1000000204,205,2023-11-29,19:00:15,3,89.38,Cash,Miami,Warehouse Club,True,Spring,BOGO (Buy One Get One)
1000000205,206,2023-12-27,05:05:28,8,18.75,Mobile Payment,San Francisco,Specialty Store,False,Summer,Discount on Selected Items
1000000206,207,2023-05-01,05:29:56,6,9.02,Mobile Payment,San Francisco,Warehouse Club,True,Winter,Discount on Selected Items
1000000207,208,2021-04-10,08:08:00,9,17.34,Mobile Payment,Chicago,Supermarket,False,Fall,BOGO (Buy One Get One)
1000000208,209,2022-06-01,00:16:42,10,8.22,Cash,Chicago,Warehouse Club,False,Winter,Discount on Selected Items
1000000209,210,2021-08-20,06:00:45,5,33.07,Cash,Boston,Supermarket,True,Spring,BOGO (Buy One Get One)
1000000210,211,2023-09-17,01:37:28,6,48.16,Credit Card,Miami,Convenience Store,False,Fall,Discount on Selected Items
1000000211,212,2021-05-04,16:16:06,5,74.82,Debit Card,Houston,Warehouse Club,False,Summer,Discount on Selected Items
1000000212,213,2020-09-30,11:28:51,8,75.3,Cash,Boston,Department Store,True,Winter,Discount on Selected Items
1000000213,214,2021-09-30,05:17:21,3,83.89,Credit Card,Miami,Convenience Store,True,Winter,No Promotion
1000000214,215,2023-05-12,08:08:44,6,30.28,Mobile Payment,Seattle,Warehouse Club,False,Spring,No Promotion
1000000215,216,2020-01-03,23:36:11,4,95.87,Credit Card,Los Angeles,Supermarket,False,Fall,BOGO (Buy One Get One)
1000000216,217,2022-05-03,19:43:09,6,55.43,Mobile Payment,Dallas,Pharmacy,False,Spring,BOGO (Buy One Get One)
1000000217,218,2021-09-18,05:56:15,7,21.95,Cash,Boston,Department Store,True,Winter,Discount on Selected Items
1000000218,219,2021-09-04,06:01:56,9,52.4,Credit Card,Los Angeles,Department Store,False,Summer,BOGO (Buy One Get One)
1000000219,220,2020-11-06,04:18:59,7,14.82,Mobile Payment,New York,Department Store,False,Fall,BOGO (Buy One Get One)
1000000220,221,2024-02-02,13:06:48,8,16.19,Debit Card,Miami,Warehouse Club,False,Fall,BOGO (Buy One Get One)
1000000221,222,2023-04-20,04:26:59,1,24.33,Credit Card,Houston,Department Store,True,Spring,No Promotion
1000000222,223,2021-02-05,07:29:54,4,55.11,Cash,San Francisco,Specialty Store,True,Summer,Discount on Selected Items
1000000223,224,2023-03-01,23:31:35,4,77.38,Debit Card,San Francisco,Convenience Store,True,Spring,No Promotion
1000000224,225,2020-10-09,05:10:56,2,34.8,Credit Card,Atlanta,Supermarket,True,Summer,Discount on Selected Items
1000000225,226,2021-08-13,13:03:49,7,72.49,Credit Card,San Francisco,Convenience Store,False,Summer,BOGO (Buy One Get One)
1000000226,227,2022-11-17,05:57:26,7,20.05,Debit Card,Seattle,Warehouse Club,True,Winter,Discount on Selected Items
1000000227,228,2020-02-15,09:07:09,2,11.27,Cash,San Francisco,Department Store,True,Winter,BOGO (Buy One Get One)
1000000228,229,2021-02-21,21:33:57,9,37.45,Cash,Atlanta,Convenience Store,False,Winter,Discount on Selected Items
1000000229,230,2021-07-10,18:05:53,10,64.57,Credit Card,San Francisco,Department Store,True,Fall,No Promotion
1000000230,231,2022-05-15,13:30:45,2,68.41,Debit Card,Dallas,Specialty Store,False,Fall,BOGO (Buy One Get One)
1000000231,232,2022-09-15,19:30:06,7,83.52,Cash,San Francisco,Warehouse Club,True,Spring,No Promotion
1000000232,233,2021-07-12,19:21:05,6,89.63,Debit Card,San Francisco,Convenience Store,False,Spring,No Promotion
